Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Pollution,CO2_Emissions
Mercedes,C-Class,2015,4.4,Hybrid,Semi-Automatic,139468,5,4,11210,Medium,114
Chevrolet,Impala,2005,3.1,Hybrid,Semi-Automatic,42542,2,4,8849,Medium,101
Hyundai,Tucson,2020,2.3,Hybrid,Semi-Automatic,192030,4,1,9559,Medium,93
Toyota,Corolla,2023,3.4,Hybrid,Semi-Automatic,19096,3,2,15018,Medium,104
BMW,5 Series,2002,4.7,Diesel,Semi-Automatic,273477,4,4,3930,High,181
Ford,Explorer,2012,1.7,Diesel,Semi-Automatic,18936,2,4,9021,High,136
Honda,Civic,2009,2.3,Petrol,Manual,182780,2,2,5444,High,166
Ford,Focus,2019,4.6,Diesel,Automatic,141392,3,5,13072,High,179
BMW,X5,2009,3.1,Petrol,Manual,65564,2,4,8588,High,182
Honda,CR-V,2017,1.6,Electric,Semi-Automatic,125535,4,3,10289,Low,0
BMW,3 Series,2004,3.0,Electric,Manual,215571,3,5,5988,Low,0
Hyundai,Tucson,2021,3.9,Diesel,Automatic,217374,2,4,11452,High,169
Hyundai,Tucson,2004,4.0,Hybrid,Automatic,173201,4,2,8335,Medium,110
Honda,Civic,2019,3.2,Diesel,Manual,158300,3,2,9834,High,158
Chevrolet,Malibu,2022,4.8,Hybrid,Semi-Automatic,117267,2,4,14154,Medium,118
Chevrolet,Impala,2014,2.0,Petrol,Automatic,181881,5,5,8162,High,160
Toyota,Corolla,2017,1.6,Electric,Semi-Automatic,46400,3,3,11872,Low,0
Ford,Fiesta,2005,4.2,Petrol,Manual,125377,4,1,7292,High,204
BMW,3 Series,2018,5.0,Diesel,Manual,142084,3,2,11658,High,185
Mercedes,E-Class,2014,1.7,Petrol,Manual,95579,3,3,8088,High,154
Honda,Civic,2002,4.3,Diesel,Manual,275483,4,1,3490,High,175
Kia,Rio,2004,3.7,Diesel,Automatic,68962,4,5,9120,High,166
Volkswagen,Golf,2010,3.1,Hybrid,Semi-Automatic,265548,5,4,5889,Medium,101
Kia,Sportage,2015,4.0,Hybrid,Semi-Automatic,161451,5,5,10370,Medium,110
Toyota,Corolla,2014,1.4,Electric,Semi-Automatic,173573,4,4,8228,Low,0
Mercedes,C-Class,2020,1.6,Petrol,Automatic,258410,3,1,8031,High,152
Mercedes,E-Class,2018,2.2,Electric,Manual,68474,3,1,12330,Low,0
Honda,Accord,2003,2.2,Electric,Manual,278555,2,3,3628,Low,0
Kia,Sportage,2012,2.7,Electric,Semi-Automatic,113357,3,4,10132,Low,0
Honda,Civic,2022,1.2,Petrol,Semi-Automatic,118189,5,2,9536,High,144
Kia,Sportage,2005,3.0,Electric,Automatic,52129,4,4,11057,Low,0
Kia,Optima,2020,1.3,Petrol,Automatic,1213,4,5,12875,High,146
Toyota,RAV4,2007,4.9,Hybrid,Semi-Automatic,193478,2,4,8230,Medium,119
Chevrolet,Equinox,2007,2.9,Diesel,Manual,109544,3,4,6909,High,154
Volkswagen,Golf,2022,4.6,Diesel,Manual,145259,2,3,12394,High,179
Hyundai,Tucson,2022,1.3,Diesel,Semi-Automatic,86670,2,4,10266,High,130
Honda,CR-V,2022,3.8,Electric,Manual,90870,3,5,14682,Low,0
Chevrolet,Equinox,2010,2.4,Electric,Semi-Automatic,88040,3,2,9739,Low,0
Volkswagen,Passat,2007,3.0,Electric,Manual,272439,3,3,5751,Low,0
BMW,5 Series,2018,4.6,Diesel,Manual,193942,3,1,10221,High,179
Audi,A4,2006,2.6,Petrol,Automatic,286546,4,4,4269,High,172
Honda,Civic,2008,4.5,Hybrid,Automatic,140691,3,1,10686,Medium,115
BMW,5 Series,2023,2.7,Diesel,Semi-Automatic,151802,5,4,10663,High,151
Audi,Q5,2012,3.3,Hybrid,Semi-Automatic,47107,2,5,11057,Medium,103
Chevrolet,Equinox,2015,2.9,Diesel,Semi-Automatic,116244,2,2,9175,High,154
Toyota,Corolla,2013,1.7,Electric,Semi-Automatic,248675,3,2,6726,Low,0
Chevrolet,Malibu,2023,3.6,Hybrid,Manual,206061,4,5,11478,Medium,106
Toyota,RAV4,2003,3.7,Hybrid,Semi-Automatic,248288,5,1,4734,Medium,107
Toyota,Corolla,2020,2.8,Hybrid,Semi-Automatic,200179,2,3,9896,Medium,98
BMW,X5,2001,2.8,Hybrid,Automatic,124896,4,3,7202,Medium,98
Honda,Civic,2011,4.4,Hybrid,Semi-Automatic,34683,2,5,12106,Medium,114
BMW,5 Series,2008,4.6,Petrol,Automatic,211540,2,3,8369,High,212
Mercedes,C-Class,2020,4.3,Petrol,Semi-Automatic,245144,5,1,9497,High,206
Honda,CR-V,2006,2.6,Electric,Semi-Automatic,126424,2,5,7971,Low,0
Chevrolet,Impala,2016,1.2,Hybrid,Manual,80455,4,4,9490,Medium,82
Honda,CR-V,2020,1.1,Electric,Manual,231642,4,1,8567,Low,0
Kia,Sportage,2004,3.4,Electric,Automatic,93978,4,2,10320,Low,0
Volkswagen,Passat,2005,1.5,Petrol,Manual,217997,5,4,2740,High,150
Hyundai,Sonata,2012,1.8,Hybrid,Manual,74195,2,1,9016,Medium,88
Hyundai,Sonata,2012,3.1,Electric,Automatic,211305,3,3,10073,Low,0
Ford,Fiesta,2018,2.0,Petrol,Manual,5196,4,3,11396,High,160
Audi,Q5,2016,4.4,Hybrid,Semi-Automatic,181485,4,3,10670,Medium,114
BMW,X5,2019,4.0,Hybrid,Manual,238714,5,2,10025,Medium,110
Toyota,Camry,2012,3.9,Diesel,Manual,22645,2,4,11147,High,169
Audi,Q5,2012,1.3,Petrol,Automatic,89321,4,4,8713,High,146
BMW,X5,2014,3.8,Hybrid,Automatic,174202,5,4,11115,Medium,108
Toyota,RAV4,2023,1.0,Electric,Automatic,131850,3,4,12863,Low,0
Mercedes,C-Class,2002,1.8,Electric,Semi-Automatic,236758,5,5,3764,Low,0
Ford,Explorer,2014,2.5,Diesel,Automatic,172033,4,2,8859,High,148
Hyundai,Elantra,2014,3.1,Electric,Automatic,115640,4,1,12587,Low,0
Mercedes,C-Class,2013,3.8,Diesel,Semi-Automatic,286873,5,1,6062,High,167
Toyota,Corolla,2016,3.8,Electric,Semi-Automatic,276633,5,5,9167,Low,0
Kia,Rio,2016,1.7,Hybrid,Manual,104572,4,1,9508,Medium,87
Ford,Explorer,2007,1.8,Hybrid,Semi-Automatic,294977,4,2,3100,Medium,88
Hyundai,Elantra,2019,1.2,Petrol,Automatic,241090,2,4,7678,High,144
Kia,Rio,2018,4.4,Diesel,Manual,36711,2,4,13165,High,176
Volkswagen,Golf,2010,2.9,Electric,Manual,249910,5,3,7001,Low,0
Hyundai,Tucson,2015,3.1,Petrol,Manual,257380,3,2,6552,High,182
Honda,Accord,2000,1.4,Diesel,Automatic,69339,5,4,5613,High,131
Hyundai,Tucson,2007,1.7,Diesel,Automatic,266758,4,2,4064,High,136
Audi,A3,2008,3.9,Hybrid,Automatic,217728,3,5,8545,Medium,109
BMW,3 Series,2019,4.0,Electric,Semi-Automatic,110440,4,1,13591,Low,0
Volkswagen,Tiguan,2023,1.5,Diesel,Automatic,253722,2,2,8925,High,133
Volkswagen,Golf,2006,4.6,Diesel,Automatic,84861,5,4,10302,High,179
Kia,Optima,2002,2.7,Diesel,Automatic,293857,5,5,3022,High,151
Honda,CR-V,2019,1.1,Petrol,Automatic,159120,4,1,9217,High,142
Hyundai,Elantra,2012,4.7,Diesel,Semi-Automatic,1565,2,2,12368,High,181
Audi,A3,2012,3.3,Electric,Semi-Automatic,156438,4,4,9871,Low,0
BMW,3 Series,2020,3.1,Hybrid,Automatic,156278,2,5,12574,Medium,101
Volkswagen,Golf,2022,2.3,Electric,Automatic,137767,3,5,13744,Low,0
Ford,Fiesta,2015,3.3,Electric,Semi-Automatic,160346,2,5,10693,Low,0
Chevrolet,Equinox,2021,1.5,Petrol,Automatic,52952,2,3,12340,High,150
BMW,5 Series,2023,2.9,Petrol,Manual,46588,2,5,12968,High,178
BMW,5 Series,2022,4.2,Diesel,Automatic,51622,5,2,15367,High,173
Chevrolet,Impala,2017,3.9,Electric,Semi-Automatic,106704,5,4,12965,Low,0
Mercedes,E-Class,2011,1.1,Hybrid,Semi-Automatic,78434,2,2,7931,Medium,81
Ford,Fiesta,2006,3.9,Hybrid,Semi-Automatic,239992,3,2,6000,Medium,109
Audi,A3,2017,2.6,Diesel,Manual,122433,3,3,9351,High,149
Kia,Sportage,2005,2.0,Diesel,Manual,2587,4,5,7548,High,140
Honda,CR-V,2005,4.4,Electric,Manual,38437,4,3,11231,Low,0
Chevrolet,Impala,2014,4.1,Petrol,Semi-Automatic,102784,5,3,10344,High,202
Volkswagen,Passat,2006,2.9,Diesel,Automatic,195789,3,4,6384,High,154
Kia,Sportage,2016,4.2,Diesel,Manual,99794,3,5,11104,High,173
Kia,Rio,2013,1.5,Diesel,Semi-Automatic,143174,2,4,6636,High,133
Chevrolet,Malibu,2014,4.1,Diesel,Automatic,30639,2,2,13287,High,172
Hyundai,Sonata,2011,2.3,Electric,Automatic,132009,5,3,10559,Low,0
Audi,A4,2011,3.5,Electric,Manual,155375,2,4,9792,Low,0
Ford,Explorer,2004,3.6,Petrol,Automatic,189756,3,3,6604,High,192
Toyota,Corolla,2010,3.9,Diesel,Semi-Automatic,149067,2,2,8018,High,169
Ford,Explorer,2021,1.7,Diesel,Manual,250370,3,4,7092,High,136
Toyota,Corolla,2021,1.4,Hybrid,Automatic,279321,5,5,8713,Medium,84
BMW,X5,2010,3.3,Electric,Manual,189540,4,4,8609,Low,0
Hyundai,Tucson,2006,1.6,Hybrid,Semi-Automatic,102680,4,4,6446,Medium,86
Hyundai,Elantra,2015,3.7,Petrol,Automatic,215906,4,2,9481,High,194
Mercedes,E-Class,2002,1.7,Diesel,Manual,116977,2,5,4060,High,136
Hyundai,Tucson,2012,4.7,Hybrid,Manual,159236,5,2,10215,Medium,117
Mercedes,C-Class,2021,2.4,Diesel,Manual,94705,2,4,10905,High,146
Hyundai,Sonata,2018,2.3,Electric,Semi-Automatic,245073,4,5,8898,Low,0
Audi,Q5,2020,2.5,Diesel,Automatic,188803,5,1,10323,High,148
Ford,Focus,2001,1.2,Petrol,Semi-Automatic,219120,3,4,2000,High,144
Chevrolet,Equinox,2002,2.2,Hybrid,Manual,23277,4,2,7434,Medium,92
Ford,Fiesta,2017,1.1,Hybrid,Automatic,9177,3,2,12616,Medium,81
Mercedes,E-Class,2005,4.9,Diesel,Manual,133103,4,4,7837,High,184
Honda,Civic,2006,1.4,Petrol,Manual,142293,4,3,4454,High,148
Audi,A4,2018,2.9,Petrol,Automatic,107147,3,5,11757,High,178
Kia,Sportage,2000,4.4,Diesel,Manual,21303,3,1,8073,High,176
BMW,3 Series,2020,4.6,Petrol,Semi-Automatic,132791,4,3,12044,High,212
Kia,Optima,2003,3.8,Electric,Manual,192356,5,2,6952,Low,0
Mercedes,GLA,2004,4.8,Hybrid,Manual,123019,5,4,8639,Medium,118
Honda,CR-V,2017,1.3,Hybrid,Manual,132831,5,4,8843,Medium,83
Honda,Civic,2010,1.2,Petrol,Semi-Automatic,168167,4,4,4936,High,144
Honda,Accord,2008,3.5,Petrol,Semi-Automatic,73222,4,2,8535,High,190
Toyota,RAV4,2013,3.5,Hybrid,Semi-Automatic,288094,5,5,6738,Medium,105
Toyota,RAV4,2001,2.4,Diesel,Semi-Automatic,213779,5,1,2524,High,146
Audi,A3,2015,4.3,Hybrid,Semi-Automatic,115707,4,2,11585,Medium,113
BMW,X5,2013,2.6,Electric,Semi-Automatic,147066,2,2,9658,Low,0
Toyota,Corolla,2020,3.3,Diesel,Semi-Automatic,107566,3,5,11248,High,160
Kia,Optima,2006,3.5,Petrol,Manual,154437,2,4,6311,High,190
Volkswagen,Passat,2018,1.9,Petrol,Manual,234775,3,4,6704,High,158
Honda,Civic,2013,4.7,Diesel,Automatic,205900,3,3,10082,High,181
BMW,5 Series,2000,4.8,Electric,Semi-Automatic,269373,4,1,5512,Low,0
Chevrolet,Equinox,2002,3.9,Diesel,Automatic,204351,5,3,6012,High,169
Hyundai,Sonata,2000,2.2,Hybrid,Semi-Automatic,164580,3,1,4008,Medium,92
Honda,Accord,2016,3.1,Hybrid,Manual,181002,5,2,9379,Medium,101
Chevrolet,Equinox,2020,1.4,Petrol,Manual,94143,4,4,9617,High,148
Hyundai,Elantra,2012,2.2,Diesel,Semi-Automatic,152845,2,4,6843,High,143
Hyundai,Elantra,2016,3.7,Petrol,Manual,258070,3,3,7438,High,194
Hyundai,Elantra,2023,4.6,Petrol,Manual,84915,2,1,13901,High,212
Chevrolet,Equinox,2006,1.4,Hybrid,Manual,242946,3,3,3441,Medium,84
Mercedes,C-Class,2002,4.0,Electric,Automatic,292289,3,1,6354,Low,0
Ford,Focus,2020,3.5,Hybrid,Automatic,226627,2,1,11567,Medium,105
Volkswagen,Tiguan,2020,2.3,Diesel,Manual,13991,5,5,12120,High,145
Kia,Optima,2011,2.1,Diesel,Semi-Automatic,81075,2,2,7878,High,142
BMW,3 Series,2003,2.9,Petrol,Manual,243002,4,5,3039,High,178
Chevrolet,Malibu,2006,4.6,Petrol,Manual,1828,4,3,10463,High,212
BMW,5 Series,2018,3.5,Electric,Automatic,220377,5,3,12092,Low,0
Audi,Q5,2013,3.6,Diesel,Manual,168817,5,2,8223,High,164
Kia,Rio,2022,3.0,Electric,Manual,275218,2,4,10195,Low,0
Hyundai,Sonata,2019,4.3,Hybrid,Automatic,122264,3,2,14154,Medium,113
Hyundai,Tucson,2002,4.1,Electric,Semi-Automatic,252722,3,5,5745,Low,0
Toyota,RAV4,2022,1.8,Petrol,Semi-Automatic,35772,3,2,11784,High,156
Volkswagen,Passat,2012,3.5,Diesel,Semi-Automatic,31683,3,4,10566,High,163
